URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url809,https://holycowvegan.net/vegan-cherry-pie/,5.2,1108,1105,2.2,0.063,2017-09-21T07:00:48,2017-09-21T07:00:48,2019-11-10T18:25:25,dough - using - vegan - recipe - crust - pie - lattice - cherry - cherries - golden,Vegan Cherry Pie | Holy Cow! Vegan Recipes,"This vegan Cherry Pie is golden, delicious and lower in fat than a traditional pie, which means you can have twice as much. :) A soy-free, nut-free recipe."
url810,https://holycowvegan.net/vegan-chili-fries-cheezy-horseradish-sauce/,1.7,828,351,1.849,0.858,2018-01-27T08:00:53,2018-01-27T08:00:53,2019-01-24T22:12:34,chili - thats - vegan - sauce - recipe - healthy - fries - horseradish - cheezy - quinoa,Vegan Chili Fries with Cheezy Horseradish Sauce | Holy Cow! Vegan Recipes,"Vegan Chili Fries with Cheezy Horseradish Sauce. Crispy, crunchy, golden potato fries smothered in a smoky, delicious bean and quinoa chili and drizzled with a cheezy horseradish sauce. A vegan, gluten-free, soy-free recipe."
url811,https://holycowvegan.net/vegan-chili/,4.4,912,932,0.904,0.904,2019-01-07T09:59:00,2019-01-07T09:59:00,2019-01-07T12:39:09,flavor - chili - ingredients - vegan - crema - recipe - black - avocado - best - pepper,Vegan Chili with Avocado Crema | Holy Cow! Vegan Recipes,A recipe for a delicious and healthy vegan chili with the goodness of veggies and beans and tons of protein. This chili will warm your tummy on cold nights.
url812,https://holycowvegan.net/vegan-chocolate-babka/,6.7,1389,1419,3.597,0.107,2016-04-29T08:00:47,2016-04-29T08:00:47,2019-10-25T16:55:18,babka - dough - sugar - vegan - loaves - chocolate - place - butter - cake - cup,Vegan Chocolate Babka | Holy Cow! Vegan Recipes,No meta description found.
url813,https://holycowvegan.net/vegan-chocolate-bread/,2.0,427,434,6.512,2.63,2013-05-31T22:30:00,2013-05-31T22:30:00,2017-04-17T16:14:58,tsp - tbsp - mix - vegan - recipe - walnuts - chocolate - baking - bread - cup,Chocolate Bread | Holy Cow! Vegan Recipes,A recipe for a delicious and whole wheat vegan Chocolate Bread. Nuts make it even more irresistible to kids and adults.
url814,https://holycowvegan.net/vegan-chocolate-cherry-cupcakes/,4.2,910,890,1.827,0.866,2018-02-04T18:07:17,2018-02-04T18:07:17,2019-01-21T13:42:37,frosting - sugar - tsp - vegan - coffee - cupcakes - chocolate - cherry - cherries - cup,Vegan Chocolate Cherry Cupcakes | Holy Cow! Vegan Recipes,"These Vegan Chocolate Cherry Cupcakes are the perfect dessert for Valentine’s Day. The cupcakes have bits of cherry inside, and no added fat. The frosting is soft, fluffy and luscious and it’ll put a smile on any face. A vegan, soy-free and nut-free recipe."
url815,https://holycowvegan.net/vegan-chocolate-chip-cookies/,5.0,1025,1051,0.008,0.008,2019-11-30T10:26:00,2019-11-30T10:26:00,2019-11-30T17:06:38,cookies - vegan - wheat - recipe - flour - chip - oil - chips - mg - chocolate - baking,Vegan Chocolate Chip Cookies Recipe - Holy Cow! Vegan Recipes,"The best vegan Chocolate Chip Cookies ever. Soft, chewy, low fat, with healthy whole wheat and olive oil or coconut oil options. Vegan, soy-free recipe."
url816,https://holycowvegan.net/vegan-chocolate-cinnamon-cookies/,2.5,564,540,5.981,0.929,2013-12-11T10:00:49,2013-12-11T10:00:49,2018-12-29T20:29:30,cookies - holidays - dough - vegan - vanilla - cinnamon - cookie - recipes - chocolate - eat,Vegan Chocolate Cookies - Holy Cow! Vegan Recipes,These melt-in-the-mouth vegan chocolate cookies with the warmth of cinnamon are perfect treats to eat and share for the holidays or anytime.
url817,https://holycowvegan.net/vegan-chorizo-breakfast-quiche/,2.9,605,611,1.578,1.578,2018-05-06T08:00:09,2018-05-06T08:00:09,2018-05-06T20:18:18,flavor - vegan - g - breakfast - minutes - tofu - chorizo - asparagus - quiche - garlic,Vegan Chorizo Breakfast Quiche | Holy Cow! Vegan Recipes,"This Vegan Chorizo Breakfast Quiche is the perfect way to spice up breakfast or brunch and keep it healthy. Meatless chorizo and tofu add flavor and protein, and asparagus, a spring favorite, adds texture and freshness. Vegan, gluten-free recipe."
url818,https://holycowvegan.net/vegan-cinnamon-cake/,5.7,1183,1206,0.2,0.2,2019-09-21T10:28:20,2019-09-21T10:28:20,2019-09-21T17:23:39,pan - glaze - sugar - vegan - vanilla - streusel - cinnamon - bowl - cake - cup,Vegan Cinnamon Cake | Holy Cow! Vegan Recipes,"This vegan cinnamon cake has cinnamon sugar swirled between two layers of fluffy, moist cake. On top goes a cinnamon streusel topping and vanilla glaze."
url819,https://holycowvegan.net/vegan-cinnamon-rolls-vanilla-cashew-glaze/,5.2,1094,1100,1.792,0.2,2018-02-17T08:00:00,2018-02-17T08:00:00,2019-09-21T16:31:32,glaze - vegan - warm - recipe - vanilla - cinnamon - rolls - recipes - 12 - cashew - cup,Vegan Cinnamon Rolls with Vanilla Cashew Glaze - Holy Cow! Vegan Recipes,These divinely vegan cinnamon rolls or buns are soft and fluffy and they melt in your mouth. Also included is a recipe for a vegan cream cheese glaze.
url820,https://holycowvegan.net/vegan-coconut-almond-macaroons/,2.5,557,526,2.063,0.444,2017-11-10T08:00:56,2017-11-10T08:00:56,2019-06-24T13:27:03,almond - macaroons - good - vegan - coconut - g - minutes - extract - cookie - bowl,Vegan Coconut Almond Macaroons | Holy Cow! Vegan Recipes,"These vegan Coconut Almond Macaroons are sweet and coconutty and the almonds add more flavor and deliciousness. They are also gluten-free, and soy-free. "
url821,https://holycowvegan.net/vegan-crack-chilli-tofu-noodle-bowls/,3.9,882,834,1.841,0.419,2018-01-30T08:00:09,2018-01-30T08:00:09,2019-07-03T20:28:29,tsp - vegan - crack - chilli - veggies - noodles - tofu - noodle - rice - bowl,Vegan Crack Chilli Tofu Noodle Bowl | Holy Cow! Vegan Recipes,"Try this Vegan Crack Chilli Tofu Noodle Bowl and you'll be hooked for good. Cubes of flavorful, golden-brown tofu, crispy outside and soft inside, are served on a bed of rice noodles with lots of fresh veggies on the side. A gluten-free and nut-free recipe."
url822,https://holycowvegan.net/vegan-cranberry-breakfast-bread/,1.7,785,359,1.085,0.074,2018-11-02T09:00:09,2018-11-02T09:00:09,2019-11-06T14:01:19,cranberries - bake - youre - vegan - breakfast - recipe - tender - cranberry - loaf - bread,Vegan Cranberry Breakfast Bread | Holy Cow! Vegan Recipes,"Vegan Cranberry Breakfast Bread has a tender crumb and juicy pockets of cranberries. Bake into muffins too. Soy-free recipe, can be nut-free."
url823,https://holycowvegan.net/vegan-cranberry-custard-tart/,1.8,1019,381,0.016,0.016,2019-11-27T10:56:33,2019-11-27T10:56:33,2019-11-27T17:08:40,custard - vegan - recipe - cranberry - crust - tart - pie - thanksgiving - whipped - cranberries,Vegan Cranberry Custard Tart | Holy Cow! Vegan Recipes,"This vegan Cranberry Custard Tart is creamy, tart, sweet and totally delicious. An easy dessert for your holiday table. Serve with vegan whipped cream."
url824,https://holycowvegan.net/vegan-cranberry-tart/,4.9,1037,1044,3.044,0.011,2016-11-17T11:30:59,2016-11-17T11:30:59,2019-11-29T17:38:44,pan - dough - sugar - vegan - g - little - cranberry - crust - tart - maple,Vegan Cranberry Tart | Holy Cow! Vegan Recipes,"An easy and elegant vegan Cranberry Tart with the warmth of ginger and with a golden, flaky, decorative crust that will wow your guests."
url825,https://holycowvegan.net/vegan-cream-of-mushroom-soup/,4.4,958,937,0.825,0.214,2019-02-05T11:06:02,2019-02-05T11:06:02,2019-09-16T21:21:13,add - soup - cream - vegetable - vegan - mushroom - recipe - flour - stock - onions,Vegan Cream of Mushroom Soup | Holy Cow! Vegan Recipes,"This divine Vegan Cream of Mushroom Soup hugs you with warmth and deliciousness. A simple, 8-ingredient recipe, soy-free, can be gluten-free, oil-free."
url826,https://holycowvegan.net/vegan-cucumber-yogurt-rice/,2.3,1044,496,1.49,1.49,2018-06-07T10:27:42,2018-06-07T10:27:42,2018-06-07T16:22:49,hot - indian - yogurt - humid - day - vegan - used - curd - recipe - rice - cucumber,Vegan Cucumber Yogurt Rice | Holy Cow! Vegan Recipes,No meta description found.
url827,https://holycowvegan.net/vegan-curd-rice-dahi-annam/,2.2,793,471,9.277,0.926,2010-08-26T21:07:00,2010-08-26T21:07:00,2018-12-30T19:48:21,indian - yogurt - curd - vegan - unless - holy - recipe - cow - curdrice - recipes - tofu - version - eat,Curd Rice - Holy Cow! Vegan Recipes,"A very authentic and delicious vegan recipe for the Tamil favorite, Thayir Sadam or curd rice. My Tamil hubby prefers this version to the traditional."
url828,https://holycowvegan.net/vegan-curry-sprouts-bowl-easy-pickled-beets-minty-brown-rice/,6.0,1244,1266,2.488,1.855,2017-06-08T09:00:17,2017-06-08T09:00:17,2018-01-25T12:53:17,add - tsp - pickled - brown - beans - vegan - minty - easy - curry - beets - rice - bowl - sprouts,Vegan Curry Sprouts Bowl with Easy Pickled Beets and Minty Brown Rice | Holy Cow! Vegan Recipes,"Vegan Curry Sprouts Bowl with Easy Pickled Beets and Minty Brown Rice has all the deliciousness of an Indian summer. Gluten-free, soy-free, nut-free recipe."
url829,https://holycowvegan.net/vegan-cutting-chai/,7.4,1572,1571,2.507,1.814,2017-06-01T09:00:45,2017-06-01T09:00:45,2018-02-09T09:32:14,chai - hot - vegan - cutting - tea - drink - glass - milk - street - bombay,Vegan Cutting Chai | Holy Cow! Vegan Recipes,"Vegan Cutting Chai is a sweet, spicy beverage from the streets of Bombay that defies all common sense about tea, but is the most delicious drink ever."
url830,https://holycowvegan.net/vegan-dirty-rice/,6.2,1283,1305,0.101,0.06,2019-10-27T10:32:05,2019-10-27T10:32:05,2019-11-11T18:58:07,add - vegan - sausage - g - recipe - peppers - rice - dirty - louisiana - cook,Vegan Dirty Rice | Holy Cow! Vegan Recipes,An easy vegan Dirty rice recipe that takes under 30 minutes to make. Smoked paprika and sage add all the flavor you can handle. Gluten-free and nut-free.
url831,https://holycowvegan.net/vegan-doro-wat/,2.0,884,414,8.184,1.512,2011-09-29T19:06:00,2011-09-29T19:06:00,2018-05-30T09:51:17,indian - ethiopian - wat - doro - vegan - niter - kibbeh - dish - spices - cook,Vegan Doro Wat - Holy Cow! Vegan Recipes,"A recipe for a very vegan Doro Wat, an Ethiopian stew of spices and vegetables. This is a gluten-free recipe."
url832,https://holycowvegan.net/vegan-double-chocolate-hazelnut-cookies/,4.6,986,981,1.005,0.238,2018-12-01T09:53:41,2018-12-01T09:53:41,2019-09-07T20:57:27,cookies - ingredients - hazelnut - vegan - school - hazelnuts - powder - chocolate - mix - dont,Vegan Chocolate Hazelnut Cookies | Holy Cow! Vegan Recipes,"Rich, delicious Vegan Double Chocolate Hazelnut Cookies made with powdered hazelnuts, raw cacao powder and chocolate chips."
url833,https://holycowvegan.net/vegan-double-chocolate-pancakes/,1.5,635,326,2.633,2.63,2017-04-16T12:42:40,2017-04-16T12:42:40,2017-04-17T11:45:18,whats - day - vegan - work - double - breakfast - wheat - week - pancakes - chocolate,Vegan Double Chocolate Pancakes | Holy Cow! Vegan Recipes,"These vegan Double Chocolate Pancakes are the stuff of breakfast dreams: whole wheat, chocolate-y, with a gooey, chocolate-y sauce drizzled over them."
url834,https://holycowvegan.net/vegan-eggless-sourdough-challah/,5.0,1081,1051,2.019,0.178,2017-11-26T10:46:51,2017-11-26T10:46:51,2019-09-29T18:23:07,dough - challah - vegan - aquafaba - recipe - loaves - sourdough - baking - bread - eggless - cup,Vegan Eggless Sourdough Challah | Holy Cow! Vegan Recipes,"A Vegan Eggless Sourdough Challah with the perfect crust and crumb. Aquafaba stands in for the eggs. Eat it by itself, or use for French toast or pudding. "
url835,https://holycowvegan.net/vegan-falafel/,4.1,883,877,0.581,0.186,2019-05-05T09:00:21,2019-05-05T09:00:21,2019-09-26T13:43:50,food - falafel - tsp - ground - vegan - g - oil - chickpeas - need - mg - dont,Vegan Falafel | Holy Cow! Vegan Recipes,"Crispy, delicious, authentic and traditional, these falafel make the perfect snack or meal. Vegan, gluten-free, soy-free and nut-free recipe."
url836,https://holycowvegan.net/vegan-french-toast-casserole/,5.8,1194,1234,0.255,0.255,2019-09-01T10:29:42,2019-09-01T10:29:42,2019-09-01T10:29:42,toast - casserole - tsp - french - sugar - custard - vegan - g - recipe - bread,Vegan French Toast Casserole | Holy Cow! Vegan Recipes,This vegan French Toast Casserole is delicious and easy and does not need to be made the night before. Soy-free and can be gluten-free.
url837,https://holycowvegan.net/vegan-french-toast/,4.2,900,895,0.942,0.205,2018-12-24T09:29:00,2018-12-24T09:29:00,2019-09-19T18:17:46,toast - french - custard - vegan - wheat - g - recipe - walnuts - maple - bread,Vegan French Toast - Holy Cow! Vegan Recipes,A delicious and easy recipe for an eggless and Vegan French Toast made with wholegrain bread. This breakfast treat is as good for you as it's delicious.
url838,https://holycowvegan.net/vegan-garlic-butter-mushrooms/,3.8,820,809,0.493,0.077,2019-06-06T09:00:22,2019-06-06T09:00:22,2019-11-05T19:58:08,flavor - salt - vegan - g - recipe - minutes - mushrooms - delicious - butter - garlic,Vegan Garlic Butter Mushrooms | Holy Cow! Vegan Recipes,"Delicious and savory vegan garlic butter mushrooms with just four ingredients. If you know a mushroom hater, this is the recipe to win them over."
url839,https://holycowvegan.net/vegan-garlic-herb-bread-pull-apart-sandwich-bread/,3.8,782,805,3.715,2.022,2016-03-17T09:00:02,2016-03-17T09:00:02,2017-11-25T17:32:55,dough - vegan - pull - olive - herb - oil - warm - loaf - 12 - apart - sandwich - bread - garlic - cup,Vegan Garlic Herb Bread (Pull Apart Sandwich Bread) - Holy Cow! Vegan Recipes,"Hot, golden and delicious, this vegan garlic herb bread, a pull apart sandwich loaf, is fragrant with garlic, thyme and lemon zest."
url840,https://holycowvegan.net/vegan-garlicky-pasta-with-broccoli-rabe/,2.4,505,506,2.112,2.03,2017-10-23T09:49:01,2017-10-23T09:49:01,2017-11-22T19:47:04,broccoli - rabe - garlicky - large - vegan - g - minutes - dish - pasta - pepper,Vegan Garlicky Pasta with Broccoli Rabe | Holy Cow! Vegan Recipes,"Easy, 5-ingredient dish perfect for weeknight dinners: Garlicky Pasta with Broccoli Rabe. 30-minute recipe, vegan, soy-free, nut-free, can be gluten-free."
url841,https://holycowvegan.net/vegan-ginger-apple-crostata/,4.7,975,992,3.06,2.373,2016-11-11T11:45:53,2016-11-11T11:45:53,2017-07-20T19:24:56,dough - sheet - apples - flour - apple - ginger - crust - water - baking - crostata,Ginger Apple Crostata | Holy Cow! Vegan Recipes,A golden rustic Ginger Apple Crostata stewn with cranberries and toasted almonds. This free-form tart comes together quickly with under 10 ingredients.
url842,https://holycowvegan.net/vegan-gingerbread-cake-whole-wheat-so-you-can-eat-it-for-breakfast/,4.5,926,948,0.967,0.2,2018-12-15T09:00:14,2018-12-15T09:00:14,2019-09-21T16:52:26,tsp - sugar - vegan - wheat - half - holy - syrup - recipe - ginger - cow - recipes - gingerbread - cake,Vegan Gingerbread Cake | Holy Cow! Vegan Recipes,"What can be a more delicious breakfast than this delicious Vegan Gingerbread Cake with whole wheat flour? It makes a perfect dessert or snack too. Vegan, soy-free, nut-free recipe."
url843,https://holycowvegan.net/vegan-gingersnap-cookies/,4.1,870,879,0.937,0.915,2018-12-26T09:00:43,2018-12-26T09:00:43,2019-01-03T18:31:26,cookies - tsp - sugar - vegan - wheat - half - flour - minutes - gingersnap - cup,Vegan Gingersnap Cookies | Holy Cow! Vegan Recipes,"These vegan Gingersnap Cookies are crispy outside and chewy inside. You simply won't be able to stop at one, but that's okay because they are whole wheat!"
url844,https://holycowvegan.net/vegan-gluten-free-irish-soda-bread/,3.9,839,823,0.732,0.595,2019-03-11T09:00:15,2019-03-11T09:00:15,2019-04-30T10:19:20,tsp - texture - vegan - irish - recipes - glutenfree - soda - baking - butter - bread,Vegan Gluten-Free Irish Soda Bread | Holy Cow! Vegan Recipes,"This vegan gluten-free Irish Soda Bread is very traditional with a modern, healthy twist. The bread has a dense texture, a soft and tender crumb."
url845,https://holycowvegan.net/vegan-gluten-free-sourdough-waffles/,2.1,738,448,0.548,0.542,2019-05-17T09:40:18,2019-05-17T09:40:18,2019-05-19T20:58:10,gluten - wilma - good - sourdough - vegan - making - waffles - breakfast - free - youll - starter,Vegan Gluten Free Sourdough Waffles | Holy Cow! Vegan Recipes,"These Vegan Gluten Free Sourdough Waffles are tender, melt-in-the-mouth and delicious. A kid-friendly breakfast recipe. Also soy-free and nut-free."
url846,https://holycowvegan.net/vegan-gluten-free-white-chocolate-chip-skillet-cookie/,2.9,605,608,1.992,1.986,2017-12-06T08:00:29,2017-12-06T08:00:29,2017-12-08T21:05:02,almond - chocolate - vegan - minutes - bowl - chip - cookie - white - glutenfree - skillet,Vegan Gluten-Free White Chocolate Chip Skillet Cookie | Holy Cow! Vegan Recipes,"This Vegan Gluten-Free White Chocolate Chip Skillet Cookie is naturally sweetened and free of added fats. Vegan, gluten-free, grain-free, soy-free recipe."
url847,https://holycowvegan.net/vegan-golden-milk-turmeric/,3.0,649,635,9.901,2.63,2010-01-10T18:54:00,2010-01-10T18:54:00,2017-04-17T20:10:52,indian - add - vegan - spice - turmeric - recipe - milk - recipes - spices - golden,"Vegan Golden Milk, Turmeric Milk | Holy Cow! Vegan Recipes","Vegan golden milk or turmeric milk is a dairyfree version of an Ayurvedic remedy to fight colds and improve health, with spices like cinnamon and cardamom."
url848,https://holycowvegan.net/vegan-green-bean-casserole/,3.4,1107,729,0.019,0.019,2019-11-26T08:51:35,2019-11-26T08:51:35,2019-11-26T13:47:09,bean - casserole - soup - cream - classic - vegan - green - mushroom - recipe - onions - beans,Classic Vegan Green Bean Casserole | Holy Cow! Vegan Recipes,No meta description found.
url849,https://holycowvegan.net/vegan-guinness-pie/,6.3,1332,1330,0.17,0.167,2019-10-02T10:52:09,2019-10-02T10:52:09,2019-10-03T10:18:43,add - vegan - g - used - puff - stew - guinness - pie - chickn - pastry,Vegan Guinness Pie | Holy Cow! Vegan Recipes,"A bubbling, golden and vegan Guinness Pie made with blonde Guinness, veggies like carrots, potatoes, celery and tomatoes, and chunky bits of vegan chick'n."
url850,https://holycowvegan.net/vegan-gulab-jamun/,7.2,1532,1536,2.512,2.512,2017-05-30T09:00:53,2017-05-30T09:00:53,2017-05-30T12:48:45,indian - sugar - cows - vegan - syrup - milk - jamun - gulab - bread - jamuns,Vegan Gulab Jamun | Holy Cow! Vegan Recipes,"Vegan Gulab Jamun is an Indian dessert to die for. These gulab jamuns are made with bread and cashew cream, and no one can tell they are dairy-free."
url851,https://holycowvegan.net/vegan-hash-brown-casserole/,3.7,788,776,0.792,0.238,2019-02-17T13:28:59,2019-02-17T13:28:59,2019-09-07T13:18:24,hash - casserole - add - soup - brown - vegan - g - mushroom - recipe - great - crispy - mozzarella,Vegan Hash Brown Casserole | Holy Cow! Vegan Recipes,"A bubbly, golden, cheesy Vegan Hash Brown Casserole that's crispy on top and creamy and gooey inside. Perfect for breakfast, lunch or dinner."
url852,https://holycowvegan.net/vegan-hash-brown-waffles/,2.8,599,592,1.77,1.77,2018-02-25T08:00:37,2018-02-25T08:00:37,2018-02-25T11:47:38,hash - brown - vegan - g - waffles - breakfast - waffle - iron - savory - rice,Vegan Hash Brown Waffles | Holy Cow! Vegan Recipes,"These golden Vegan Hash Brown Waffles are crispy, savory and loaded with veggies, making them the perfect breakfast food. A gluten-free, soy-free and nut-free recipe."
url853,https://holycowvegan.net/vegan-indo-chinese-egg-fried-rice/,5.1,1083,1090,2.529,2.526,2017-05-24T09:00:36,2017-05-24T09:00:36,2017-05-25T20:04:13,food - egg - vegan - minutes - recipe - chinese - indo - rice - fried - cook,"Vegan Indo Chinese ""Egg"" Fried Rice | Holy Cow! Vegan Recipes","This vegan Indo Chinese ""Egg"" Fried Rice includes gluten-free ""eggs"" made with chickpea flour, or besan. 20-minute soy-free, gluten-free, nut-free recipe."
url854,https://holycowvegan.net/vegan-irish-hand-pies/,3.1,657,651,3.734,0.274,2016-03-10T08:00:45,2016-03-10T08:00:45,2019-08-25T21:36:30,hand - dough - tsp - cut - tempeh - vegan - potatoes - irish - pies - cup,Vegan Irish Hand Pies | Holy Cow! Vegan Recipes,"Delicious vegan Irish Hand Pies plump with a stuffing of cabbage, potatoes, and smoky tempeh, all encased in a coconut oil whole wheat crust."
url855,https://holycowvegan.net/vegan-irish-lamb-stew/,8.1,1677,1717,0.296,0.063,2019-08-17T09:19:14,2019-08-17T09:19:14,2019-11-10T21:26:46,tvp - vegan - potatoes - chunks - stew - irish - guinness - traditional - lamb - soy,Vegan Irish Stew - Holy Cow! Vegan Recipes,A delicious and meatless recipe for an authentic tasting vegan Irish Lamb Stew. TVP chunks give this stew a meaty texture and a boost of protein.
url856,https://holycowvegan.net/vegan-irish-leek-and-potato-soup/,2.3,838,478,0.723,0.688,2019-03-14T10:26:49,2019-03-14T10:26:49,2019-03-27T17:55:45,soup - vegan - potato - bark - leek - irish - house - better - dont - look,Vegan Irish Leek and Potato Soup | Holy Cow! Vegan Recipes,An easy and tasty and comforting and creamy Vegan Irish Leek and Potato Soup made with just six ingredients. Gluten-free and soy-free recipe.
url857,https://holycowvegan.net/vegan-irish-shepherds-pie/,4.0,835,842,1.751,1.751,2018-03-04T09:47:35,2018-03-04T09:47:35,2018-03-04T09:48:20,mashed - tbsp - shepherds - ground - vegan - potatoes - recipe - irish - pie - mushrooms,Vegan Irish Shepherd's Pie | Holy Cow! Vegan Recipes,"Vegan Irish Shepherd's Pie has a savory, delicious base of lentils, mushrooms and more vegetables layered with creamy, velvety mashed potatoes. A vegan, gluten-free, nut-free recipe."
url858,https://holycowvegan.net/vegan-jackfruit-lamb-tagine/,5.5,1133,1157,2.548,2.545,2017-05-17T10:42:18,2017-05-17T10:42:18,2017-05-18T19:46:36,tagine - fruit - add - tsp - large - vegan - jackfruit - recipe - lamb - spices - cook,Vegan Jackfruit 'Lamb' Tagine | Holy Cow! Vegan Recipes,"A spicy, sweet, sour vegan Jackfruit ""Lamb"" Tagine made with jackfruit, onions, apricots, raisins, and Moroccan spices. Soy-free, gluten-free, nut-free."
url859,https://holycowvegan.net/vegan-jamaican-mango-stew/,3.2,677,680,2.907,1.91,2017-01-06T12:05:25,2017-01-06T12:05:25,2018-01-05T18:19:24,tsp - tempeh - vegan - curry - mango - recipe - stew - rice - jamaican - pepper,Vegan Jamaican Mango Stew | Holy Cow! Vegan Recipes,"A bowl of delicious, warm vegan Jamaican Mango Stew flecked with tempeh, bell peppers, onions, and thyme. Serve with some rice or quinoa."
url860,https://holycowvegan.net/vegan-jambalaya/,4.6,971,975,1.805,0.096,2018-02-12T10:01:39,2018-02-12T10:01:39,2019-10-29T20:53:57,jambalaya - tsp - vegan - onepot - kidney - mushrooms - onions - peppers - tomato - rice - beans - meal,"Vegan Jambalaya, a one-pot meal | Holy Cow! Vegan Recipes","A vibrant and healthy one-pot Vegan Jambalaya packed with bell peppers of all colors, mushrooms, and kidney beans. A gluten-free, nut-free meal."
url861,https://holycowvegan.net/vegan-keema-masala/,3.6,767,753,1.477,0.932,2018-06-12T11:11:37,2018-06-12T11:11:37,2018-12-28T13:26:38,saute - ground - beef - vegan - coconut - masala - meat - recipe - milk - keema,Vegan Keema Masala Recipe | Holy Cow! Vegan Recipes,"This vegan Keema Masala or Kheema Masala is a taste of India's street food. My version is also very healthy with tons of veggies, protein, no added oils."
url862,https://holycowvegan.net/vegan-lasagna-for-two/,4.3,959,922,6.079,0.052,2013-11-05T14:00:00,2013-11-05T14:00:00,2019-11-14T10:38:39,add - vegan - sauce - used - minutes - spinach - pumpkin - lasagna - noodles - bechamel,Vegan Lasagna for Two - Holy Cow! Vegan Recipes,This absolutely dreamy pumpkin and spinach vegan lasagna for two has a smooth pumpkin bechamel sauce and a creamy spinach filling.
url863,https://holycowvegan.net/vegan-leek-quiche/,5.2,1104,1112,2.044,1.055,2017-11-17T08:00:04,2017-11-17T08:00:04,2018-11-13T17:54:56,pan - tsp - vegan - leeks - crust - leek - tofu - water - quiche - filling - cup,Vegan Leek Quiche | Holy Cow! Vegan Recipes,"This Vegan Leek Quiche has a creamy, silky filling of tofu, cashews, and leeks, and a delicate whole wheat and olive oil crust that melts in your mouth."
url864,https://holycowvegan.net/vegan-lemon-blueberry-cake/,5.2,1089,1103,0.211,0.205,2019-09-17T09:52:19,2019-09-17T09:52:19,2019-09-19T18:02:53,pan - add - vegan - topping - blueberry - lemon - blueberries - baking - cake - cup,Vegan Lemon Blueberry Cake | Holy Cow! Vegan Recipes,"This vegan Lemon Blueberry Cake is soft and tender with a decadent topping of blueberries and lemons. Vegan, soy-free and nut-free recipe."
url865,https://holycowvegan.net/vegan-lemon-yogurt-bundt-cake/,3.5,751,736,1.701,0.444,2018-03-22T08:00:04,2018-03-22T08:00:04,2019-06-24T11:55:18,yogurt - glaze - sugar - juice - vegan - recipe - bundt - lemon - cake - cup,Vegan Lemon Yogurt Bundt Cake | Holy Cow! Vegan Recipes,"This recipe is for all lemony dessert lovers out there. Because what can be more delicious than a Vegan Lemon Yogurt Bundt Cake, drizzled over with a divine lemon glaze? A vegan, soy-free recipe."
url866,https://holycowvegan.net/vegan-mango-kulfi-popsicles/,4.6,992,984,0.441,0.389,2019-06-25T08:20:49,2019-06-25T08:20:49,2019-07-14T10:05:08,really - sweet - kulfi - vegan - g - mango - popsicles - milk - popsicle - puree - cardamom,Vegan Mango Kulfi Popsicles | Holy Cow! Vegan Recipes,These Vegan Mango Kulfi Popsicles with the delicate flavor of cardamom will transport you into the best part of an Indian summer.
url867,https://holycowvegan.net/vegan-mango-lassi/,7.2,1535,1526,2.433,0.636,2017-06-28T09:00:00,2017-06-28T09:00:00,2019-04-15T10:48:50,tall - fruit - mangoes - tree - vegan - lassi - mango - recipe - fresh - milk - puree,Vegan Mango Lassi Recipe | Holy Cow! Vegan Recipes,My Vegan Mango Lassi is made with cashew milk instead of yogurt. Cardamom and vanilla complement the tangy sweetness of the mangoes. Gluten-free.
url868,https://holycowvegan.net/vegan-maryland-crab-cakes/,4.4,923,927,1.181,1.181,2018-09-28T11:11:32,2018-09-28T11:11:32,2018-09-28T14:08:37,wasabi - tsp - tbsp - vegan - bay - cakes - recipe - treat - crab - maryland - small,"Vegan Maryland Crab Cakes | Holy Cow! Vegan Recipes Easy, tasty vegan recipes","Vegan Maryland Crab Cakes are a delicious treat. Crispy, tender and flaky, and packed with healthful goodness. Vegan, gluten-free, nut-free recipe."
url869,https://holycowvegan.net/vegan-meatballs-in-a-creamy-mushroom-sauce/,2.3,1100,493,0.047,0.047,2019-11-16T10:35:27,2019-11-16T10:35:27,2019-11-16T12:25:28,vegan - sauce - serve - mushroom - recipe - onions - creamy - mushrooms - meatballs - soy,Vegan Meatballs in a Creamy Mushroom Sauce | Holy Cow! Vegan Recipes,These vegan Meatballs in a Creamy Mushroom Sauce are the ultimate comfort food. The silky sauce is flecked with rosemary and garlic. Can be gluten-free.
url870,https://holycowvegan.net/vegan-mexican-sweet-potato-hash/,3.8,812,800,3.581,0.419,2016-05-05T10:00:39,2016-05-05T10:00:39,2019-07-03T16:24:45,hash - sweet - potato - g - mexican - black - tofu - habanero - beans - place,Mexican Sweet Potato Hash with Black Beans and Tofu | Holy Cow! Vegan Recipes,"Vegan Mexican Sweet Potato Hash with Black Beans and Tofu. This is smoky with cumin, spicy with a touch of habanero, sweet and tangy."
