BOOK_SERIAL_NUMBER;BOOK_TYPE;BOOK_NAME;BOOK_NAME_TRANSLATED_ENGLISH;BOOK_URL;BOOK_NAME_ENGLISH_TRANSLITERATED;BOOK_URL_HOME;PDF_URLS;NUM_MAX_PAGES
BOOK_SERIALNUM_1318;Text Book Version;सच्चा अध्यात्म आखिर है क्या;what is true spirituality;http://literature.awgp.org/book/sachcha_adhyatm_aakhir_hai_kya/v2.1;sachacha adhyaatam aakhir hai kaya;http://literature.awgp.org/book/sachcha_adhyatm_aakhir_hai_kya/v2;;http://literature.awgp.org/book/sachcha_adhyatm_aakhir_hai_kya/v2.8
BOOK_SERIALNUM_1319;Text Book Version;सच्ची आस्तिकता अपनायें;practice true faith;http://literature.awgp.org/book/sachhi_aastikata_apnaye/v1.1;sachachi aasatikata apanaayen;http://literature.awgp.org/book/sachhi_aastikata_apnaye/v1;;http://literature.awgp.org/book/sachhi_aastikata_apnaye/v1.4
BOOK_SERIALNUM_1320;Text Book Version;सच्ची आस्तिकता अपनायें;practice true faith;http://literature.awgp.org/book/Sachchi_Astikata_Apnaye/v2.1;sachachi aasatikata apanaayen;http://literature.awgp.org/book/Sachchi_Astikata_Apnaye/v2;;http://literature.awgp.org/book/Sachchi_Astikata_Apnaye/v2.4
BOOK_SERIALNUM_1321;Scan Book Version;सच्ची आस्तिकता अपनायें;practice true faith;http://literature.awgp.org/book/Sachchi_Astikata_Apnaye/v1.1;sachachi aasatikata apanaayen;http://literature.awgp.org/book/Sachchi_Astikata_Apnaye/v1;;http://literature.awgp.org/book/Sachchi_Astikata_Apnaye/v1.32
BOOK_SERIALNUM_1322;Scan Book Version;सतयुग की वापसी;return of satyug;http://literature.awgp.org/book/The_Revi_of_Satyug_The_Golden_Age/v2.1;satayug ki vaapasi;http://literature.awgp.org/book/The_Revi_of_Satyug_The_Golden_Age/v2;;
BOOK_SERIALNUM_1323;Text Book Version;सतयुग की वापसी;return of satyug;http://literature.awgp.org/book/satyug_ki_vapasee/v1.1;satayug ki vaapasi;http://literature.awgp.org/book/satyug_ki_vapasee/v1;;http://literature.awgp.org/book/satyug_ki_vapasee/v1.3
BOOK_SERIALNUM_1324;Text Book Version;सतयुग की वापसी;return of satyug;http://literature.awgp.org/book/The_Revi_of_Satyug_The_Golden_Age/v4.1;satayug ki vaapasi;http://literature.awgp.org/book/The_Revi_of_Satyug_The_Golden_Age/v4;;
BOOK_SERIALNUM_1325;Scan Book Version;सत्य को पूर्वाग्रहों में न बाँधें;don't bind the truth to prejudices;http://literature.awgp.org/book/Satya_Ko_Purvagrah_Me_Na_Bandhe/v1.1;satay ko pooravaagarahon men n baandhen;http://literature.awgp.org/book/Satya_Ko_Purvagrah_Me_Na_Bandhe/v1;;http://literature.awgp.org/book/Satya_Ko_Purvagrah_Me_Na_Bandhe/v1.48
BOOK_SERIALNUM_1326;Scan Book Version;सत्यनारायण व्रत कथा;Satyanarayan Vrat Katha;http://literature.awgp.org/book/satyanarayan_katha/v1.1;satayanaaraayan varat katha;http://literature.awgp.org/book/satyanarayan_katha/v1;http://literature.awgp.org/var/node/81669/satya_narayan.pdf;http://literature.awgp.org/book/satyanarayan_katha/v1.45
BOOK_SERIALNUM_1327;Scan Book Version;सद्भाव और सहकार पर ही परिवार संस्था निर्भर;Family organization depends on harmony and cooperation;http://literature.awgp.org/book/sadbhav_aur_sahakar_par_hee_parivar_sanstha_nirbhar/v1.1;sadabhaava aur sahakaar par hi parivaar sansatha nirabhar;http://literature.awgp.org/book/sadbhav_aur_sahakar_par_hee_parivar_sanstha_nirbhar/v1;http://literature.awgp.org/var/node/2319/Sadabhav_Aur_Sahakar_Par_Hi_Parivar_Sanstha_Nirbhar.pdf;http://literature.awgp.org/book/sadbhav_aur_sahakar_par_hee_parivar_sanstha_nirbhar/v1.65
BOOK_SERIALNUM_1328;Text Book Version;सद्भाव और सहकार पर ही परिवार संस्थान निर्भर;Family institution depends on harmony and cooperation;http://literature.awgp.org/book/sadbhaw_aur_sahkar_par_hi_pariwar_sansthan_nirbhar/v1.1;sadabhaava aur sahakaar par hi parivaar sansathaan nirabhar;http://literature.awgp.org/book/sadbhaw_aur_sahkar_par_hi_pariwar_sansthan_nirbhar/v1;;http://literature.awgp.org/book/sadbhaw_aur_sahkar_par_hi_pariwar_sansthan_nirbhar/v1.9
BOOK_SERIALNUM_1329;Text Book Version;सद्विचारों की सृजनात्मक शक्ति;creative power of thoughts;http://literature.awgp.org/book/sadvicharon_kee_srijanatmak_shakti/v1.1;sadavichaaron ki sarijanaatamak shakti;http://literature.awgp.org/book/sadvicharon_kee_srijanatmak_shakti/v1;http://literature.awgp.org/var/node/65613/Vicharon_Ki_Srujanatmak_Shkti.pdf;http://literature.awgp.org/book/sadvicharon_kee_srijanatmak_shakti/v1.16
BOOK_SERIALNUM_1330;Scan Book Version;सपने झूठे भी सच्चे भी;dreams are false and true;http://literature.awgp.org/book/Sapane_Jhuthe_bhi_Sachche_Bhi/v1.1;sapane jhoothe bhi sachache bhi;http://literature.awgp.org/book/Sapane_Jhuthe_bhi_Sachche_Bhi/v1;http://literature.awgp.org/var/node/1946/Sapane_Sacche_Bhi_Jhuthe_Bhi.pdf;http://literature.awgp.org/book/Sapane_Jhuthe_bhi_Sachche_Bhi/v1.116
BOOK_SERIALNUM_1331;Text Book Version;सपने झूठे भी सच्चे भी;dreams are false and true;http://literature.awgp.org/book/Sapane_Jhuthe_bhi_Sachche_Bhi/v2.1;sapane jhoothe bhi sachache bhi;http://literature.awgp.org/book/Sapane_Jhuthe_bhi_Sachche_Bhi/v2;;http://literature.awgp.org/book/Sapane_Jhuthe_bhi_Sachche_Bhi/v2.7
BOOK_SERIALNUM_1332;Text Book Version;सफल जीवन की दिशा धारा;direction of successful life;http://literature.awgp.org/book/safal_jeevan_ki_disha_dhara/v1.1;safal jivan ki disha dhara;http://literature.awgp.org/book/safal_jeevan_ki_disha_dhara/v1;;http://literature.awgp.org/book/safal_jeevan_ki_disha_dhara/v1.20
BOOK_SERIALNUM_1333;Text Book Version;सफल जीवन के कुछ स्वर्णिम सूत्र;Some golden formulas of successful life;http://literature.awgp.org/book/safal_jeevan_ke_kuch_savarnim_sutra/v1.1;safal jivan ke kuchh savaranim sootar;http://literature.awgp.org/book/safal_jeevan_ke_kuch_savarnim_sutra/v1;;http://literature.awgp.org/book/safal_jeevan_ke_kuch_savarnim_sutra/v1.5
BOOK_SERIALNUM_1334;Scan Book Version;सफल दाम्पत्य जीवन के मूलभूत आधार;fundamentals of successful married life;http://literature.awgp.org/book/gruhasth_ek_tapovan/v2.1;safal daamapatay jivan ke moolabhoot aadhar;http://literature.awgp.org/book/gruhasth_ek_tapovan/v2;;http://literature.awgp.org/book/gruhasth_ek_tapovan/v2.71
BOOK_SERIALNUM_1335;Scan Book Version;सफल दाम्पत्य जीवन के मौलिक सिद्धान्त;Basic principles of successful married life;http://literature.awgp.org/book/safal_dampaty_jeevan_ke_maulik_siddhant/v1.1;safal daamapatay jivan ke maulik sidadhanat;http://literature.awgp.org/book/safal_dampaty_jeevan_ke_maulik_siddhant/v1;http://literature.awgp.org/var/node/2314/Safal_Dampatya_Jivan_Ke_Maulik_Siddhant.pdf;http://literature.awgp.org/book/safal_dampaty_jeevan_ke_maulik_siddhant/v1.57
BOOK_SERIALNUM_1336;Scan Book Version;सफलता के तीन साधन;three keys to success;http://literature.awgp.org/book/safalta_ke_teen_sadhan/v1.1;safalata ke tin saadhn;http://literature.awgp.org/book/safalta_ke_teen_sadhan/v1;http://literature.awgp.org/var/node/2017/Safalta_Ke_teen_sadhan.pdf;http://literature.awgp.org/book/safalta_ke_teen_sadhan/v1.56
BOOK_SERIALNUM_1337;Scan Book Version;सफलता के सात सूत्र साधन;seven formula tools of success;http://literature.awgp.org/book/safalta_ke_saat_sutra/v1.1;safalata ke saat sootar saadhn;http://literature.awgp.org/book/safalta_ke_saat_sutra/v1;;http://literature.awgp.org/book/safalta_ke_saat_sutra/v1.56
BOOK_SERIALNUM_1338;Scan Book Version;सबके लिये सुलभ उपासना - साधना;accessible worship for all;http://literature.awgp.org/book/worship_sadhan_convenient_for_everyone/v2.1;sabake liye sulabh upaasana  -  saadhna;http://literature.awgp.org/book/worship_sadhan_convenient_for_everyone/v2;http://literature.awgp.org/var/node/1527/सबके_लिए_सुलभ_साधना_उपासना.pdf;http://literature.awgp.org/book/worship_sadhan_convenient_for_everyone/v2.150
BOOK_SERIALNUM_1339;Text Book Version;सभ्यता सज्जनता और सुसंस्कारिता का अभिवर्धन;Promotion of civilization, gentleness and good manners;http://literature.awgp.org/book/sabhyata_sajanta_aur_susanskarita_ka_abhivardhan/v1.1;sabhayata sajajanataa aur susansakaarita ka abhivaradhn;http://literature.awgp.org/book/sabhyata_sajanta_aur_susanskarita_ka_abhivardhan/v1;;
BOOK_SERIALNUM_1340;Scan Book Version;समग्र क्रान्ति हेतु युवाओं की तैयारी;Preparation of youth for overall revolution;http://literature.awgp.org/book/sangram_kranti_hetu_yuva_ki_tayri/v1.1;samagar karaanati hetu yuvaon ki taiyaari;http://literature.awgp.org/book/sangram_kranti_hetu_yuva_ki_tayri/v1;http://literature.awgp.org/var/node/2004/Samagra_Kranti_Hetu_Yuvao_Ki_Taiyari.pdf;http://literature.awgp.org/book/sangram_kranti_hetu_yuva_ki_tayri/v1.48
BOOK_SERIALNUM_1341;Scan Book Version;समग्र प्रगति सहकारिता पर निर्भर;Overall progress depends on co-operation;http://literature.awgp.org/book/samagr_pragati_sahakarita_par_nirbhar/v1.1;samagar pragati sahakaarita par nirabhar;http://literature.awgp.org/book/samagr_pragati_sahakarita_par_nirbhar/v1;http://literature.awgp.org/var/node/2333/_Samagra_Pragati_Sahakarita_Par_Nirbhar.pdf;http://literature.awgp.org/book/samagr_pragati_sahakarita_par_nirbhar/v1.65
BOOK_SERIALNUM_1342;Text Book Version;समग्र स्वास्थ्य संवर्धन कैसे;Holistic Health Promotion How;http://literature.awgp.org/book/samrg_swasthy_sambardhan_kaise/v1.1;samagar savaasathay sanvaradhn kaise;http://literature.awgp.org/book/samrg_swasthy_sambardhan_kaise/v1;;http://literature.awgp.org/book/samrg_swasthy_sambardhan_kaise/v1.6
BOOK_SERIALNUM_1343;Scan Book Version;समग्र स्वास्थ्य संवर्धन कैसे हो ?;How to be a holistic health promotion?;http://literature.awgp.org/book/Samagra_Swasthya_Samvardhan_Kaise_Ho/v1.1;samagar savaasathay sanvaradhn kaise ho ?;http://literature.awgp.org/book/Samagra_Swasthya_Samvardhan_Kaise_Ho/v1;http://literature.awgp.org/var/node/1513/Samagra_Swasthy_Samvardhan_Kaise.pdf;http://literature.awgp.org/book/Samagra_Swasthya_Samvardhan_Kaise_Ho/v1.45
BOOK_SERIALNUM_1344;Text Book Version;समग्र स्वास्थ्य संवर्धन कैसे हो ?;How to be a holistic health promotion?;http://literature.awgp.org/book/Samagra_Swasthya_Samvardhan_Kaise_Ho/v3.1;samagar savaasathay sanvaradhn kaise ho ?;http://literature.awgp.org/book/Samagra_Swasthya_Samvardhan_Kaise_Ho/v3;;http://literature.awgp.org/book/Samagra_Swasthya_Samvardhan_Kaise_Ho/v3.6
BOOK_SERIALNUM_1345;Scan Book Version;समझदारों की नासमझी;misunderstanding of the wise;http://literature.awgp.org/book/Folly_of_the_wise/v1.1;samajhadaaron ki naasamajhi;http://literature.awgp.org/book/Folly_of_the_wise/v1;http://literature.awgp.org/var/node/1639/Samajhadaron_Ki_Nasamajhi.pdf;http://literature.awgp.org/book/Folly_of_the_wise/v1.56
BOOK_SERIALNUM_1346;Text Book Version;समझें देववाद का मर्म एवं लें उनसे शिक्षण;Understand the meaning of Deism and take lessons from him;http://literature.awgp.org/book/samajhen_devavad_ka_marm_evan_len_unase_shikshan/v1.1;samajhen devavaad ka maram evan len unase shikashhan;http://literature.awgp.org/book/samajhen_devavad_ka_marm_evan_len_unase_shikshan/v1;;
BOOK_SERIALNUM_1347;Text Book Version;समय का सदुपयोग;good use of time;http://literature.awgp.org/book/Samay_Ka_Sadupayog/v2.1;samay ka sadupayog;http://literature.awgp.org/book/Samay_Ka_Sadupayog/v2;;
BOOK_SERIALNUM_1348;Scan Book Version;समय का सदुपयोग;good use of time;http://literature.awgp.org/book/Samay_Ka_Sadupayog/v1.1;samay ka sadupayog;http://literature.awgp.org/book/Samay_Ka_Sadupayog/v1;http://literature.awgp.org/var/node/1611/Samay_Ka_Sadupayog_Karen.pdf;http://literature.awgp.org/book/Samay_Ka_Sadupayog/v1.32
BOOK_SERIALNUM_1349;Scan Book Version;समयदान ही युग धर्म;Time donation is the religion of the era;http://literature.awgp.org/book/time_donation/v2.1;samayadaan hi yug dharm;http://literature.awgp.org/book/time_donation/v2;http://literature.awgp.org/var/node/1498/Samaydan_Hi_Yug_Dharm.pdf;http://literature.awgp.org/book/time_donation/v2.48
BOOK_SERIALNUM_1350;Text Book Version;समयदान ही युग धर्म;Time donation is the religion of the era;http://literature.awgp.org/book/time_donation/v5.1;samayadaan hi yug dharm;http://literature.awgp.org/book/time_donation/v5;;http://literature.awgp.org/book/time_donation/v5.10
BOOK_SERIALNUM_1351;Text Book Version;समर्थ गुरु रामदास;Samarth Guru Ramdas;http://literature.awgp.org/book/samarth_guru_ram_das/v2.1;samarath guru raamadaas;http://literature.awgp.org/book/samarth_guru_ram_das/v2;http://literature.awgp.org/var/node/73943/Samarth_Guru_Ramadas.pdf;http://literature.awgp.org/book/samarth_guru_ram_das/v2.16
BOOK_SERIALNUM_1352;Scan Book Version;समस्त विश्व को भारत के अजस्त्र अनुदान;India's arms donation to the whole world;http://literature.awgp.org/book/samast_vishva_ko_bharat_ke_ajashra_anudan/v2.1;samasat vishav ko bhaarat ke ajasatar anudaan;http://literature.awgp.org/book/samast_vishva_ko_bharat_ke_ajashra_anudan/v2;http://literature.awgp.org/var/node/72706/Samast_Vishva_Ko_Bharat_Ke_Ajashra_Anudan_-_1.pdf|http://literature.awgp.org/var/node/72706/Samast_Vishva_Ko_Bharat_Ke_Ajashra_Anudan_-_2.pdf|http://literature.awgp.org/var/node/72706/Samast_Vishva_Ko_Bharat_Ke_Ajashra_Anudan_-_3.pdf|http://literature.awgp.org/var/node/72706/Samast_Vishva_Ko_Bharat_Ke_Ajashra_Anudan_-_4.pdf;http://literature.awgp.org/book/samast_vishva_ko_bharat_ke_ajashra_anudan/v2.464
BOOK_SERIALNUM_1353;Text Book Version;समस्त विश्व को भारत के अजस्त्र अनुदान;India's arms donation to the whole world;http://literature.awgp.org/book/samast_vishva_ko_bharat_ke_ajashra_anudan/v1.1;samasat vishav ko bhaarat ke ajasatar anudaan;http://literature.awgp.org/book/samast_vishva_ko_bharat_ke_ajashra_anudan/v1;;http://literature.awgp.org/book/samast_vishva_ko_bharat_ke_ajashra_anudan/v1.1
BOOK_SERIALNUM_1354;Scan Book Version;समस्त समस्याओं का समाधान - अध्यात्म;Solution to all problems - Spirituality;http://literature.awgp.org/book/Samast_Samasyaon_Ka_Samadhan/v1.1;samasat samasayaon ka samaadhan  -  adhyaatam;http://literature.awgp.org/book/Samast_Samasyaon_Ka_Samadhan/v1;http://literature.awgp.org/var/node/1608/Samast_Samasyaon_Ka_Hal-Adhyatm.pdf;http://literature.awgp.org/book/Samast_Samasyaon_Ka_Samadhan/v1.63
BOOK_SERIALNUM_1355;Scan Book Version;समस्याएँ आज की समाधान कल के;problems of today solutions of tomorrow;http://literature.awgp.org/book/Samasyayen_Aaj_Ki_Samadhan_Ka_lKe/v1.1;samasayaen aaj ki samaadhan kal ke;http://literature.awgp.org/book/Samasyayen_Aaj_Ki_Samadhan_Ka_lKe/v1;http://literature.awgp.org/var/node/1500/Samasyaen_Aaj_Ki_Samadhan_Kal_Ke.pdf;http://literature.awgp.org/book/Samasyayen_Aaj_Ki_Samadhan_Ka_lKe/v1.38
BOOK_SERIALNUM_1356;Text Book Version;समस्याएँ आज की समाधान कल के;problems of today solutions of tomorrow;http://literature.awgp.org/book/Samasyayen_Aaj_Ki_Samadhan_Ka_lKe/v3.1;samasayaen aaj ki samaadhan kal ke;http://literature.awgp.org/book/Samasyayen_Aaj_Ki_Samadhan_Ka_lKe/v3;http://literature.awgp.org/var/node/65674/Samasyaen_Aaj_Ki_Samadhan_Kal_Ke.pdf;http://literature.awgp.org/book/Samasyayen_Aaj_Ki_Samadhan_Ka_lKe/v3.8
BOOK_SERIALNUM_1357;Text Book Version;समस्याएं अनेक- हल एक;Many problems - one solution;http://literature.awgp.org/book/samsyaye_anek_hal_ek/v1.1;samasayaen anek -  hal ek;http://literature.awgp.org/book/samsyaye_anek_hal_ek/v1;;
BOOK_SERIALNUM_1358;Scan Book Version;समाज की अभिनव रचना;innovation of society;http://literature.awgp.org/book/samaj_kee_abhinav_rachana/v1.1;samaaj ki abhinav rachana;http://literature.awgp.org/book/samaj_kee_abhinav_rachana/v1;http://literature.awgp.org/var/node/2331/Samaj_Ki_Abhinav_Rachana.pdf;http://literature.awgp.org/book/samaj_kee_abhinav_rachana/v1.97
BOOK_SERIALNUM_1359;Scan Book Version;समाज निर्माण के कुछ शाश्वत सिद्धांत;some eternal principles of social construction;http://literature.awgp.org/book/samaj_nirman_ke_kuchh_shashvat_siddhant/v1.1;samaaj nirmaan ke kuchh shaashavat sidadhant;http://literature.awgp.org/book/samaj_nirman_ke_kuchh_shashvat_siddhant/v1;http://literature.awgp.org/var/node/2344/Samaj_Nirman_Ke_Kuchh_Shaasvat_Siddhant.pdf;http://literature.awgp.org/book/samaj_nirman_ke_kuchh_shashvat_siddhant/v1.65
BOOK_SERIALNUM_1360;Text Book Version;सरदार बल्लभ भाई पटेल;Sardar Vallabhai Patel;http://literature.awgp.org/book/sardar_ballabh_bhai_patel/v2.1;saradaar balalabh bhai patel;http://literature.awgp.org/book/sardar_ballabh_bhai_patel/v2;;http://literature.awgp.org/book/sardar_ballabh_bhai_patel/v2.10
BOOK_SERIALNUM_1361;Scan Book Version;सरदार बल्लभ भाई पटेल;Sardar Vallabhai Patel;http://literature.awgp.org/book/sardar_ballabh_bhai_patel/v1.1;saradaar balalabh bhai patel;http://literature.awgp.org/book/sardar_ballabh_bhai_patel/v1;http://literature.awgp.org/var/node/72436/Saradar_Vallabhbhai_Patel__2_.pdf;http://literature.awgp.org/book/sardar_ballabh_bhai_patel/v1.32
BOOK_SERIALNUM_1362;Scan Book Version;सरल और सर्वोपयोगी गायत्री हवन-विधि;Simple and useful Gayatri Havan method;http://literature.awgp.org/book/procedure_of_gayatri_yagya/v3.1;sarala aur saravopayogi gayatri havan - vidhi;http://literature.awgp.org/book/procedure_of_gayatri_yagya/v3;;http://literature.awgp.org/book/procedure_of_gayatri_yagya/v3.49
BOOK_SERIALNUM_1363;Scan Book Version;सरल सफल जीवन का केन्द्र बिन्दु:उत्कृष्ट चिंतन;The focal point of a simple successful life: excellent thinking;http://literature.awgp.org/book/Saral_Safal_Jeevan_Ka_Kendra_Bindu_Utkrishta_Chintan/v1.1;saral safal jivan ka kenadar binadu:utakarishhat chintan;http://literature.awgp.org/book/Saral_Safal_Jeevan_Ka_Kendra_Bindu_Utkrishta_Chintan/v1;;http://literature.awgp.org/book/Saral_Safal_Jeevan_Ka_Kendra_Bindu_Utkrishta_Chintan/v1.65
BOOK_SERIALNUM_1364;Text Book Version;सरोजिनी नायडू;Sarojini Naidu;http://literature.awgp.org/book/sarojini_naidu/v2.1;sarojini naayadoo;http://literature.awgp.org/book/sarojini_naidu/v2;;
BOOK_SERIALNUM_1365;Scan Book Version;सरोजिनी नायडू;Sarojini Naidu;http://literature.awgp.org/book/sarojini_naidu/v1.1;sarojini naayadoo;http://literature.awgp.org/book/sarojini_naidu/v1;http://literature.awgp.org/var/node/72489/Sarojini_Nayadu.pdf;http://literature.awgp.org/book/sarojini_naidu/v1.32
BOOK_SERIALNUM_1366;Text Book Version;सर्व शक्तिमान गायत्री;almighty gayatri;http://literature.awgp.org/book/sarv_shaktiman_gayatri/v1.1;sarav shaktimaan gayatri;http://literature.awgp.org/book/sarv_shaktiman_gayatri/v1;;http://literature.awgp.org/book/sarv_shaktiman_gayatri/v1.3
BOOK_SERIALNUM_1367;Text Book Version;सर्वतोमुखी उन्नति;all round progress;http://literature.awgp.org/book/Sarvatomukhi_Unnati/v3.1;saravatomukhi unnati;http://literature.awgp.org/book/Sarvatomukhi_Unnati/v3;;http://literature.awgp.org/book/Sarvatomukhi_Unnati/v3.2
BOOK_SERIALNUM_1368;Scan Book Version;सर्वतोमुखी उन्नति;all round progress;http://literature.awgp.org/book/Sarvatomukhi_Unnati/v1.1;saravatomukhi unnati;http://literature.awgp.org/book/Sarvatomukhi_Unnati/v1;http://literature.awgp.org/var/node/1707/Sarvatomukhi_Unnati.pdf;http://literature.awgp.org/book/Sarvatomukhi_Unnati/v1.24
BOOK_SERIALNUM_1369;Text Book Version;सर्वतोमुखी सहकारिता;all-round cooperation;http://literature.awgp.org/book/sarvotomukhi_sehkarita/v1.1;saravatomukhi sahakaarita;http://literature.awgp.org/book/sarvotomukhi_sehkarita/v1;;http://literature.awgp.org/book/sarvotomukhi_sehkarita/v1.7
BOOK_SERIALNUM_1370;Text Book Version;सर्वोपयोगी गायत्री साधना;All useful Gayatri Sadhana;http://literature.awgp.org/book/sarvopyogi_gayatri_sadhana/v1.1;saravopayogi gayatri saadhna;http://literature.awgp.org/book/sarvopyogi_gayatri_sadhana/v1;;http://literature.awgp.org/book/sarvopyogi_gayatri_sadhana/v1.10
BOOK_SERIALNUM_1371;Text Book Version;सर्वोपयोगी सुलभ साधनाएं;all-purpose tools;http://literature.awgp.org/book/sarvopyogi_sulabh_sadhanaye/v1.1;saravopayogi sulabh saadhnaen;http://literature.awgp.org/book/sarvopyogi_sulabh_sadhanaye/v1;;http://literature.awgp.org/book/sarvopyogi_sulabh_sadhanaye/v1.28
BOOK_SERIALNUM_1372;Scan Book Version;सशक्त शक्ति उदगम;mighty power ascension;http://literature.awgp.org/book/sshakt_shakti_udagam/v1.1;sashakat shakti udagam;http://literature.awgp.org/book/sshakt_shakti_udagam/v1;http://literature.awgp.org/var/node/1729/Shashakt_shakti.pdf;http://literature.awgp.org/book/sshakt_shakti_udagam/v1.16
BOOK_SERIALNUM_1373;Scan Book Version;सहयोग और सहिष्णुता;cooperation and tolerance;http://literature.awgp.org/book/Sahyog_Aur_Sahishnuta/v1.1;sahayoga aur sahishhanuta;http://literature.awgp.org/book/Sahyog_Aur_Sahishnuta/v1;;http://literature.awgp.org/book/Sahyog_Aur_Sahishnuta/v1.25
BOOK_SERIALNUM_1374;Text Book Version;सहयोग और सहिष्णुता;cooperation and tolerance;http://literature.awgp.org/book/Sahyog_Aur_Sahishnuta/v2.1;sahayoga aur sahishhanuta;http://literature.awgp.org/book/Sahyog_Aur_Sahishnuta/v2;;http://literature.awgp.org/book/Sahyog_Aur_Sahishnuta/v2.8
BOOK_SERIALNUM_1375;Text Book Version;सही और सशक्त तीर्थ यात्रा;Right and Strong Pilgrimage;http://literature.awgp.org/book/sahi_aur_sashakt_tirth_yatra/v2.1;sahi aur sashakat tirath yatra;http://literature.awgp.org/book/sahi_aur_sashakt_tirth_yatra/v2;;http://literature.awgp.org/book/sahi_aur_sashakt_tirth_yatra/v2.4
BOOK_SERIALNUM_1376;Scan Book Version;सही और सशक्त तीर्थ यात्रा;Right and Strong Pilgrimage;http://literature.awgp.org/book/sahi_aur_sashakt_tirth_yatra/v1.1;sahi aur sashakat tirath yatra;http://literature.awgp.org/book/sahi_aur_sashakt_tirth_yatra/v1;;http://literature.awgp.org/book/sahi_aur_sashakt_tirth_yatra/v1.16
BOOK_SERIALNUM_1377;Scan Book Version;सहृदयता आत्मिक प्रगति के लिए अनिवार्य;Compassion is essential for spiritual progress;http://literature.awgp.org/book/Sahridayta_Aatmik_Pragati_Keliye_Aavashyak/v1.1;saharidayata aatamik pragati ke lie anivaaray;http://literature.awgp.org/book/Sahridayta_Aatmik_Pragati_Keliye_Aavashyak/v1;http://literature.awgp.org/var/node/1704/Sahadayata_Aatmik_Pragati_Ke_Lie_Anivary.pdf;http://literature.awgp.org/book/Sahridayta_Aatmik_Pragati_Keliye_Aavashyak/v1.95
BOOK_SERIALNUM_1378;Text Book Version;सहृदयता आत्मिक प्रगति के लिए अनिवार्य;Compassion is essential for spiritual progress;http://literature.awgp.org/book/Sahridayta_Aatmik_Pragati_Keliye_Aavashyak/v3.1;saharidayata aatamik pragati ke lie anivaaray;http://literature.awgp.org/book/Sahridayta_Aatmik_Pragati_Keliye_Aavashyak/v3;;http://literature.awgp.org/book/Sahridayta_Aatmik_Pragati_Keliye_Aavashyak/v3.6
BOOK_SERIALNUM_1379;Scan Book Version;सांख्य एवं योग दर्शन;Sankhya and Yoga philosophy;http://literature.awgp.org/book/sankhyaaevamyogdarshan/v2.1;saankhay evan yog darashan;http://literature.awgp.org/book/sankhyaaevamyogdarshan/v2;;http://literature.awgp.org/book/sankhyaaevamyogdarshan/v2.130
BOOK_SERIALNUM_1380;Scan Book Version;सांख्य ऐवम् योग दर्शन;Samkhya and Yoga philosophy;http://literature.awgp.org/book/sankhyaaevamyogdarshan/v1.1;saankhaya aivam yog darashan;http://literature.awgp.org/book/sankhyaaevamyogdarshan/v1;;http://literature.awgp.org/book/sankhyaaevamyogdarshan/v1.170
BOOK_SERIALNUM_1381;Text Book Version;सांस्कृतिक पुनरुत्थान;cultural revival;http://literature.awgp.org/book/sanskritik_punrutthan/v1.1;saansakaritik punarutathaan;http://literature.awgp.org/book/sanskritik_punrutthan/v1;;http://literature.awgp.org/book/sanskritik_punrutthan/v1.4
BOOK_SERIALNUM_1382;Scan Book Version;साकार और निराकार ध्यान;corporeal and formless meditation;http://literature.awgp.org/book/sakar_aur_nirakar_dhyan/v1.1;saakaara aur niraakaar dhyaan;http://literature.awgp.org/book/sakar_aur_nirakar_dhyan/v1;http://literature.awgp.org/var/node/69155/Sakar_Aur_Nirakar_Dhyan.pdf;http://literature.awgp.org/book/sakar_aur_nirakar_dhyan/v1.32
BOOK_SERIALNUM_1383;Text Book Version;साकार और निराकार ध्यान;corporeal and formless meditation;http://literature.awgp.org/book/sakar_aur_nirakar_dhyan/v2.1;saakaara aur niraakaar dhyaan;http://literature.awgp.org/book/sakar_aur_nirakar_dhyan/v2;;http://literature.awgp.org/book/sakar_aur_nirakar_dhyan/v2.8
BOOK_SERIALNUM_1384;Text Book Version;साधना में वातावरण और श्रद्धा की महत्ता;Importance of environment and faith in spiritual practice;http://literature.awgp.org/book/sadhana_men_vatavaran_aur_shraddha_kee_mahatta/v2.1;saadhna men vaataavarana aur sharadadh ki mahatata;http://literature.awgp.org/book/sadhana_men_vatavaran_aur_shraddha_kee_mahatta/v2;;http://literature.awgp.org/book/sadhana_men_vatavaran_aur_shraddha_kee_mahatta/v2.2
BOOK_SERIALNUM_1385;Scan Book Version;साधना में वातावरण और श्रद्धा की महत्ता;Importance of environment and faith in spiritual practice;http://literature.awgp.org/book/sadhana_men_vatavaran_aur_shraddha_kee_mahatta/v1.1;saadhna men vaataavarana aur sharadadh ki mahatata;http://literature.awgp.org/book/sadhana_men_vatavaran_aur_shraddha_kee_mahatta/v1;http://literature.awgp.org/var/node/69157/Sadhana_Me_Vatavaran_Aur_Shraddha_Ki_Mahatta.pdf;http://literature.awgp.org/book/sadhana_men_vatavaran_aur_shraddha_kee_mahatta/v1.32
BOOK_SERIALNUM_1386;Scan Book Version;साधना से सिद्धि;success through meditation;http://literature.awgp.org/book/Para_Normal_Achievements_Through_Self_Discipline/v1.1;saadhna se sidadhi;http://literature.awgp.org/book/Para_Normal_Achievements_Through_Self_Discipline/v1;;http://literature.awgp.org/book/Para_Normal_Achievements_Through_Self_Discipline/v1.151
