BOOK_SERIAL_NUMBER;BOOK_NAME;BOOK_URL;BOOK_TYPE
BOOK_SERIALNUM_1100;युग निर्माण में युवा शक्ति का सुनियोजन;<a target="_blank" href="http://literature.awgp.org/book/yug_nirman_me_yuva_shakti_ka_suniyojan/v2.1">http://literature.awgp.org/book/yug_nirman_me_yuva_shakti_ka_suniyojan/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_nirman_me_yuva_shakti_ka_suniyojan/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1101;युग निर्माण सत्-संकल्प की दिशा-धारा;<a target="_blank" href="http://literature.awgp.org/book/yug_nirman_sat_sankalp_ki_disha_dhara/v1.1">http://literature.awgp.org/book/yug_nirman_sat_sankalp_ki_disha_dhara/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_nirman_sat_sankalp_ki_disha_dhara/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1102;युग नेतृत्व की दिशा में कदम यों बढ़ें;<a target="_blank" href="http://literature.awgp.org/book/yug_netritva_ki_disha_me_kadam_yon_badhe/v1.1">http://literature.awgp.org/book/yug_netritva_ki_disha_me_kadam_yon_badhe/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_netritva_ki_disha_me_kadam_yon_badhe/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1103;युग परिवर्तन और ज्ञानयज्ञ;<a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_aur_jnanayajn/v1.1">http://literature.awgp.org/book/yug_parivartan_aur_jnanayajn/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_aur_jnanayajn/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1104;युग परिवर्तन कब और कैसे ?;<a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_kab_aur_kaise/v1.1">http://literature.awgp.org/book/yug_parivartan_kab_aur_kaise/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_kab_aur_kaise/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1105;युग परिवर्तन की पृष्ठभूमि और उसकी रूपरेखा;<a target="_blank" href="http://literature.awgp.org/book/Yug_Parivartan_Ki_Prishthabhoomi/v1.1">http://literature.awgp.org/book/Yug_Parivartan_Ki_Prishthabhoomi/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Yug_Parivartan_Ki_Prishthabhoomi/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1106;युग परिवर्तन क्यों ? किसलिए ?;<a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_kyon_kisliye/v1.1">http://literature.awgp.org/book/yug_parivartan_kyon_kisliye/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_kyon_kisliye/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1107;युग परिवर्तन में ज्ञानयज्ञ की भूमिका;<a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_aur_jnanayajn/v2.1">http://literature.awgp.org/book/yug_parivartan_aur_jnanayajn/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_aur_jnanayajn/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1108;युग परिवर्तन में ज्ञानयज्ञ की भूमिका;<a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_men_jnanayajn_kee_bhoomika/v1.1">http://literature.awgp.org/book/yug_parivartan_men_jnanayajn_kee_bhoomika/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_men_jnanayajn_kee_bhoomika/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1109;युग परिवर्तन में समर्थ दीपयज्ञ;<a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_men_samarth_deepayajn/v1.1">http://literature.awgp.org/book/yug_parivartan_men_samarth_deepayajn/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_men_samarth_deepayajn/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1110;युग परिवर्तन-प्रज्ञावतरण;<a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_pragyavatarn/v1.1">http://literature.awgp.org/book/yug_parivartan_pragyavatarn/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_parivartan_pragyavatarn/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1111;युग पुरुष की विदाई;<a target="_blank" href="http://literature.awgp.org/book/yug_purush_ki_vidai/v1.1">http://literature.awgp.org/book/yug_purush_ki_vidai/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_purush_ki_vidai/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1112;युग प्रवाह को मोड़ देने वाले निर्भीक विचारक;<a target="_blank" href="http://literature.awgp.org/book/yug_prawah_ko_mod_dene_e_nirbhik_vicharak/v1.1">http://literature.awgp.org/book/yug_prawah_ko_mod_dene_e_nirbhik_vicharak/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_prawah_ko_mod_dene_e_nirbhik_vicharak/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1113;युग यज्ञ पद्धति;<a target="_blank" href="http://literature.awgp.org/book/yug_yagya_padhati/v1.1">http://literature.awgp.org/book/yug_yagya_padhati/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_yagya_padhati/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1114;युग यज्ञ पद्धति;<a target="_blank" href="http://literature.awgp.org/book/deep_yagya/v6.1">http://literature.awgp.org/book/deep_yagya/v6.1</a> // <a target="_blank" href="http://literature.awgp.org/book/deep_yagya/v6">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1115;युग यज्ञ पद्धति;<a target="_blank" href="http://literature.awgp.org/book/yug_yagya_paddhati/v1.1">http://literature.awgp.org/book/yug_yagya_paddhati/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_yagya_paddhati/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1116;युग यज्ञ पद्धति - दीप यज्ञ;<a target="_blank" href="http://literature.awgp.org/book/deep_yagya/v2.1">http://literature.awgp.org/book/deep_yagya/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/deep_yagya/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1117;युग संधि पुरश्चरण प्रयोजन और प्रयास;<a target="_blank" href="http://literature.awgp.org/book/yug_sandhi_purshcharan_prayojan_aur_prayas/v1.1">http://literature.awgp.org/book/yug_sandhi_purshcharan_prayojan_aur_prayas/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_sandhi_purshcharan_prayojan_aur_prayas/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1118;युग संधि महा पुरश्चरण की विस्तार प्रक्रिया;<a target="_blank" href="http://literature.awgp.org/book/yug_sandhi_mahapurushcharan_ki_vistar_prakriya/v1.1">http://literature.awgp.org/book/yug_sandhi_mahapurushcharan_ki_vistar_prakriya/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_sandhi_mahapurushcharan_ki_vistar_prakriya/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1119;युग संस्कार पद्धति;<a target="_blank" href="http://literature.awgp.org/book/Yug_Sanskar_Paddhati/v1.1">http://literature.awgp.org/book/Yug_Sanskar_Paddhati/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Yug_Sanskar_Paddhati/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1120;युग संस्कार पद्धति;<a target="_blank" href="http://literature.awgp.org/book/Yug_Sanskar_Paddhati/v4.1">http://literature.awgp.org/book/Yug_Sanskar_Paddhati/v4.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Yug_Sanskar_Paddhati/v4">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1121;युग सृजन का आरम्भ परिवार निर्माण से;<a target="_blank" href="http://literature.awgp.org/book/yug_sarjan_ka_aarambh_parivar_nirman_se/v1.1">http://literature.awgp.org/book/yug_sarjan_ka_aarambh_parivar_nirman_se/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yug_sarjan_ka_aarambh_parivar_nirman_se/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1122;युगऋषि और उनकी योजना;<a target="_blank" href="http://literature.awgp.org/book/yugarishi_aur_unakee_yojana/v1.1">http://literature.awgp.org/book/yugarishi_aur_unakee_yojana/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yugarishi_aur_unakee_yojana/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1123;युगऋषि की  सूक्ष्मीकरण साधना;<a target="_blank" href="http://literature.awgp.org/book/yugarishi_kee__sookshmeekaran_sadhana/v1.1">http://literature.awgp.org/book/yugarishi_kee__sookshmeekaran_sadhana/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yugarishi_kee__sookshmeekaran_sadhana/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1124;युगऋषि की वेदना एवं उमंगें जानें तदनुसार कुछ करें;<a target="_blank" href="http://literature.awgp.org/book/yugarishi_kee_vedana_evan_umangen_janen_tadanusar_kuchh_karen/v1.1">http://literature.awgp.org/book/yugarishi_kee_vedana_evan_umangen_janen_tadanusar_kuchh_karen/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yugarishi_kee_vedana_evan_umangen_janen_tadanusar_kuchh_karen/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1125;युगऋषि के सन्देश;<a target="_blank" href="http://literature.awgp.org/book/yugrishi_ke_sandesh/v1.1">http://literature.awgp.org/book/yugrishi_ke_sandesh/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yugrishi_ke_sandesh/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1126;युगऋषि को श्रद्धांजलि अर्पित करने का सूत्र है;<a target="_blank" href="http://literature.awgp.org/book/yugarishi_ko_shraddhanjali_arpit_karane_ka_sootr_hai/v1.1">http://literature.awgp.org/book/yugarishi_ko_shraddhanjali_arpit_karane_ka_sootr_hai/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yugarishi_ko_shraddhanjali_arpit_karane_ka_sootr_hai/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1127;युगगीता  भाग-३;<a target="_blank" href="http://literature.awgp.org/book/Yug_Gita/v3.1">http://literature.awgp.org/book/Yug_Gita/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Yug_Gita/v3">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1128;युगगीता  भाग-४;<a target="_blank" href="http://literature.awgp.org/book/Yug_Gita/v5.1">http://literature.awgp.org/book/Yug_Gita/v5.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Yug_Gita/v5">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1129;युगगीता - भाग-२;<a target="_blank" href="http://literature.awgp.org/book/Yug_Gita/v4.1">http://literature.awgp.org/book/Yug_Gita/v4.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Yug_Gita/v4">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1130;युगशक्ति गायत्री का अभिनव अवतरण;<a target="_blank" href="http://literature.awgp.org/book/yugshakti_gayatri_ka_abhinaav_avataran/v1.1">http://literature.awgp.org/book/yugshakti_gayatri_ka_abhinaav_avataran/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yugshakti_gayatri_ka_abhinaav_avataran/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1131;युगशक्ति गायत्री का अभिनव अवतरण;<a target="_blank" href="http://literature.awgp.org/book/yugshakti_gayatri_ka_abhinaav_avataran/v2.1">http://literature.awgp.org/book/yugshakti_gayatri_ka_abhinaav_avataran/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yugshakti_gayatri_ka_abhinaav_avataran/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1132;युगसंधि महापुरश्चरण और संकट निवारण;<a target="_blank" href="http://literature.awgp.org/book/yugasandhi_mahapurashcharan_aur_sankat_nivaran/v1.1">http://literature.awgp.org/book/yugasandhi_mahapurashcharan_aur_sankat_nivaran/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yugasandhi_mahapurashcharan_aur_sankat_nivaran/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1133;युवा क्रांति पथ;<a target="_blank" href="http://literature.awgp.org/book/yuva_kranti_path/v1.1">http://literature.awgp.org/book/yuva_kranti_path/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yuva_kranti_path/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1134;योग के नाम पर मायाचार;<a target="_blank" href="http://literature.awgp.org/book/yog_ke_nam_par_mayachar/v1.1">http://literature.awgp.org/book/yog_ke_nam_par_mayachar/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yog_ke_nam_par_mayachar/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1135;योग दर्शन;<a target="_blank" href="http://literature.awgp.org/book/yogdarshan/v1.1">http://literature.awgp.org/book/yogdarshan/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/yogdarshan/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1136;योग साधना और तपश्चर्या की पृष्ठभूमि;<a target="_blank" href="http://literature.awgp.org/book/Yog_Sadhana_Aur_Tapashcharya_Ki_Prishthabhumi/v1.1">http://literature.awgp.org/book/Yog_Sadhana_Aur_Tapashcharya_Ki_Prishthabhumi/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Yog_Sadhana_Aur_Tapashcharya_Ki_Prishthabhumi/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1137;योग साधना और तपश्चर्या की पृष्ठभूमि;<a target="_blank" href="http://literature.awgp.org/book/Yog_Sadhana_Aur_Tapashcharya_Ki_Prishthabhumi/v2.1">http://literature.awgp.org/book/Yog_Sadhana_Aur_Tapashcharya_Ki_Prishthabhumi/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Yog_Sadhana_Aur_Tapashcharya_Ki_Prishthabhumi/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1138;रवींद्र नाथ टैगोर;<a target="_blank" href="http://literature.awgp.org/book/ravindra_nath_tagore/v1.1">http://literature.awgp.org/book/ravindra_nath_tagore/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ravindra_nath_tagore/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1139;राजनीति में हमारी भूमिका;<a target="_blank" href="http://literature.awgp.org/book/rajaneeti_men_hamaree_bhoomika/v1.1">http://literature.awgp.org/book/rajaneeti_men_hamaree_bhoomika/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/rajaneeti_men_hamaree_bhoomika/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1140;राजा राम मोहन राय;<a target="_blank" href="http://literature.awgp.org/book/raja_ram_mohan_rai/v1.1">http://literature.awgp.org/book/raja_ram_mohan_rai/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/raja_ram_mohan_rai/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1141;राजा राम मोहन राय;<a target="_blank" href="http://literature.awgp.org/book/raja_ram_mohan_rai/v2.1">http://literature.awgp.org/book/raja_ram_mohan_rai/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/raja_ram_mohan_rai/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1142;रानी दुर्गावती;<a target="_blank" href="http://literature.awgp.org/book/rani_durgavati/v2.1">http://literature.awgp.org/book/rani_durgavati/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/rani_durgavati/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1143;रानी दुर्गावती;<a target="_blank" href="http://literature.awgp.org/book/rani_durgavati/v1.1">http://literature.awgp.org/book/rani_durgavati/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/rani_durgavati/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1144;रानी लक्ष्मी बाई;<a target="_blank" href="http://literature.awgp.org/book/rani_lakshmi_bai/v1.1">http://literature.awgp.org/book/rani_lakshmi_bai/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/rani_lakshmi_bai/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1145;राम का चरित्र हमारा प्रेरणा स्रोत;<a target="_blank" href="http://literature.awgp.org/book/ram_ka_charitr_hamara_prerana_srot/v1.1">http://literature.awgp.org/book/ram_ka_charitr_hamara_prerana_srot/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ram_ka_charitr_hamara_prerana_srot/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1146;राम का नाम ही नही काम भी;<a target="_blank" href="http://literature.awgp.org/book/ram_ka_nam_hee_nahee_kam_bhee/v1.1">http://literature.awgp.org/book/ram_ka_nam_hee_nahee_kam_bhee/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ram_ka_nam_hee_nahee_kam_bhee/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1147;राम का नाम ही नहीं काम भी;<a target="_blank" href="http://literature.awgp.org/book/ram_ka_nam_hee_nahee_kam_bhee/v2.1">http://literature.awgp.org/book/ram_ka_nam_hee_nahee_kam_bhee/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ram_ka_nam_hee_nahee_kam_bhee/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1148;रामकृष्ण परमहंस;<a target="_blank" href="http://literature.awgp.org/book/ramkrishna_paramhans/v2.1">http://literature.awgp.org/book/ramkrishna_paramhans/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ramkrishna_paramhans/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1149;रामकृष्ण परमहंस;<a target="_blank" href="http://literature.awgp.org/book/ramkrishna_paramhans/v1.1">http://literature.awgp.org/book/ramkrishna_paramhans/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ramkrishna_paramhans/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1150;रामचरित मानस की प्रगतिशील प्रेरणा;<a target="_blank" href="http://literature.awgp.org/book/ramacharit_manas_ki_pragatishil_prerana/v1.1">http://literature.awgp.org/book/ramacharit_manas_ki_pragatishil_prerana/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ramacharit_manas_ki_pragatishil_prerana/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1151;रामायण मे परिवारिक आदर्श;<a target="_blank" href="http://literature.awgp.org/book/ramayan_me_parivarik_aadarsh/v1.1">http://literature.awgp.org/book/ramayan_me_parivarik_aadarsh/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ramayan_me_parivarik_aadarsh/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1152;राष्ट्र समर्थ और सशक्त कैसे बनें ?;<a target="_blank" href="http://literature.awgp.org/book/Rashtra_Samarth_Au_rSashakt_Kaise_Bane/v1.1">http://literature.awgp.org/book/Rashtra_Samarth_Au_rSashakt_Kaise_Bane/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Rashtra_Samarth_Au_rSashakt_Kaise_Bane/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1153;राष्ट्र समर्थ और सशक्त कैसे बनें?;<a target="_blank" href="http://literature.awgp.org/book/Rashtra_Samarth_Au_rSashakt_Kaise_Bane/v2.1">http://literature.awgp.org/book/Rashtra_Samarth_Au_rSashakt_Kaise_Bane/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Rashtra_Samarth_Au_rSashakt_Kaise_Bane/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1154;राष्ट्रदेव के चरणों में;<a target="_blank" href="http://literature.awgp.org/book/Rashtra_Dev_Ke_Charanon_Mein/v1.1">http://literature.awgp.org/book/Rashtra_Dev_Ke_Charanon_Mein/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Rashtra_Dev_Ke_Charanon_Mein/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1155;राष्ट्रीय प्रगति के कुछ अनिवार्य मापदंड;<a target="_blank" href="http://literature.awgp.org/book/rashtreey_pragati_ke_kuchh_anivary_mapadand/v1.1">http://literature.awgp.org/book/rashtreey_pragati_ke_kuchh_anivary_mapadand/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/rashtreey_pragati_ke_kuchh_anivary_mapadand/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1156;लाला लाजपत राय;<a target="_blank" href="http://literature.awgp.org/book/lala_lajpat_rai/v1.1">http://literature.awgp.org/book/lala_lajpat_rai/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/lala_lajpat_rai/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1157;लियो टॉलस्टाय;<a target="_blank" href="http://literature.awgp.org/book/leo_tolstoy/v1.1">http://literature.awgp.org/book/leo_tolstoy/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/leo_tolstoy/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1158;लोक सेवियो के लिये दिशा बोध;<a target="_blank" href="http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v2.1">http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1159;लोक सेवियों के लिए दिशाबोध;<a target="_blank" href="http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v3.1">http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v3">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1160;लोक-मानस का परिष्कृत मार्गदर्शन;<a target="_blank" href="http://literature.awgp.org/book/lok_manas_ka_parishkrit_margadarshan/v2.1">http://literature.awgp.org/book/lok_manas_ka_parishkrit_margadarshan/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/lok_manas_ka_parishkrit_margadarshan/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1161;लोक-मानस का परिष्कृत मार्गदर्शन;<a target="_blank" href="http://literature.awgp.org/book/lok_manas_ka_parishkrit_margadarshan/v1.1">http://literature.awgp.org/book/lok_manas_ka_parishkrit_margadarshan/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/lok_manas_ka_parishkrit_margadarshan/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1162;लोकसेवा की प्रवृत्तियों के केंद्र हों मंदिर;<a target="_blank" href="http://literature.awgp.org/book/lokaseva_kee_pravrittiyon_ke_kendr_hon_mandir/v2.1">http://literature.awgp.org/book/lokaseva_kee_pravrittiyon_ke_kendr_hon_mandir/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/lokaseva_kee_pravrittiyon_ke_kendr_hon_mandir/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1163;लोकसेवा की प्रवृत्तियों के केन्द्र हों मंदिर;<a target="_blank" href="http://literature.awgp.org/book/lokaseva_kee_pravrittiyon_ke_kendr_hon_mandir/v1.1">http://literature.awgp.org/book/lokaseva_kee_pravrittiyon_ke_kendr_hon_mandir/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/lokaseva_kee_pravrittiyon_ke_kendr_hon_mandir/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1164;लोकसेवियों के लिए दिशाबोध;<a target="_blank" href="http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v5.1">http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v5.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Guidlines_for_aspiring_loksevi/v5">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1165;वयं राष्ट्रे जागृयाम पुरोहिताः;<a target="_blank" href="http://literature.awgp.org/book/vayan_rashtre_jagriyam_purohitah/v1.1">http://literature.awgp.org/book/vayan_rashtre_jagriyam_purohitah/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/vayan_rashtre_jagriyam_purohitah/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1166;वर्तमान चुनौतियाँ और युवावर्ग;<a target="_blank" href="http://literature.awgp.org/book/Vartaman_Chunautiyan_Au_rYuvavarga/v1.1">http://literature.awgp.org/book/Vartaman_Chunautiyan_Au_rYuvavarga/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Vartaman_Chunautiyan_Au_rYuvavarga/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1167;वर्तमान चुनौतियाँ और युवावर्ग;<a target="_blank" href="http://literature.awgp.org/book/Vartaman_Chunautiyan_Au_rYuvavarga/v2.1">http://literature.awgp.org/book/Vartaman_Chunautiyan_Au_rYuvavarga/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Vartaman_Chunautiyan_Au_rYuvavarga/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1168;वर्मी कम्पोस्टिंग-मैनुवल;<a target="_blank" href="http://literature.awgp.org/book/Vermi_Composting_Manual/v1.1">http://literature.awgp.org/book/Vermi_Composting_Manual/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Vermi_Composting_Manual/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1169;वशीकरण की सच्ची सिद्धि;<a target="_blank" href="http://literature.awgp.org/book/Vashikaran_Ki_Siddhi/v1.1">http://literature.awgp.org/book/Vashikaran_Ki_Siddhi/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Vashikaran_Ki_Siddhi/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1170;वशीकरण की सच्ची सिद्धि;<a target="_blank" href="http://literature.awgp.org/book/Vashikaran_Ki_Siddhi/v2.1">http://literature.awgp.org/book/Vashikaran_Ki_Siddhi/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Vashikaran_Ki_Siddhi/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1171;वह-जो आपको आज ही करना है;<a target="_blank" href="http://literature.awgp.org/book/veh_jo_apko_aaj_hi_karna_hai/v1.1">http://literature.awgp.org/book/veh_jo_apko_aaj_hi_karna_hai/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/veh_jo_apko_aaj_hi_karna_hai/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_1172;वाक्शक्ति और उसका नियोजन;<a target="_blank" href="http://literature.awgp.org/book/vakshakti_aur_uska_niyojan/v1.1">http://literature.awgp.org/book/vakshakti_aur_uska_niyojan/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/vakshakti_aur_uska_niyojan/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_1173;वातावरण के परिवर्तन का आध्यात्मिक प्रयोग;<a target="_blank" href="http://literature.awgp.org/book/vatavran_ke_parivartan_ka_adhyatmik_prayog/v1.1">http://literature.awgp.org/book/vatavran_ke_parivartan_ka_adhyatmik_prayog/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/vatavran_ke_parivartan_ka_adhyatmik_prayog/v1">(Book_Home)</a>;Scan Book Version
